1	0	0	0
2	0	0	0
3	1	1	1
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	1	1	1
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
31	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
39	0	0	0
40	0	0	0
41	1	1	1
42	1	1	1
43	0	0	0
44	0	0	0
45	0	0	0
46	0	0	0
47	0	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	0	0	0
52	0	0	0
53	0	0	0
54	1	1	1
55	0	0	0
56	0	0	0
57	0	0	0
58	0	0	0
59	0	0	0
60	0	0	0
61	0	0	0
62	0	0	0
63	0	0	0
64	0	0	0
65	0	0	0
66	0	0	0
67	0	0	0
68	0	0	0
69	0	0	0
70	0	0	0
71	0	0	0
72	0	0	0
73	1	1	1
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	0	0	0
79	0	0	0
80	0	0	0
81	0	0	0
82	0	0	0
83	0	0	0
84	0	0	0
85	0	0	0
86	0	0	0
87	0	0	0
88	0	0	0
89	0	0	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	0	0	0
96	0	0	0
97	0	0	0
98	0	0	0
99	0	0	0
100	0	0	0
101	1	1	1
102	0	0	0
103	0	0	0
104	0	0	0
105	0	0	0
106	1	1	1
107	1	1	1
108	0	0	0
109	0	0	0
110	1	1	1
111	1	1	1
112	0	0	0
113	0	0	0
114	1	1	1
115	0	0	0
116	0	0	0
117	1	1	1
118	1	1	1
119	0	0	0
120	1	1	1
121	0	0	0
122	1	1	1
123	0	0	0
124	1	1	1
125	0	0	0
126	1	1	1
127	0	0	0
128	0	0	0
129	0	0	0
130	1	1	1
131	1	1	1
132	1	1	1
133	1	1	1
134	0	0	0
135	0	0	0
136	0	0	0
137	0	0	0
138	0	0	0
139	0	0	0
140	1	1	1
141	1	1	1
142	1	1	1
143	1	1	1
144	0	0	0
145	0	0	0
146	0	0	0
147	1	1	1
148	1	1	1
149	1	1	1
150	0	0	0
151	0	0	0
152	1	1	1
153	0	0	0
154	1	1	1
155	1	1	1
156	1	1	1
157	1	1	1
158	0	0	0
159	1	1	1
160	1	1	1
161	0	0	0
162	1	1	1
163	0	0	0
164	0	0	0
165	0	0	0
166	1	1	1
167	1	1	1
168	0	0	0
169	0	0	0
170	0	0	0
171	0	0	0
172	1	1	1
173	0	0	0
174	1	1	1
175	0	0	0
176	1	1	1
177	0	0	0
178	1	1	1
179	0	0	0
180	1	1	1
181	1	1	1
182	1	1	1
183	0	0	0
184	1	1	1
185	1	1	1
186	1	1	1
187	1	1	1
188	1	1	1
189	1	1	1
190	1	1	1
191	1	1	1
192	1	1	1
193	1	1	1
194	1	1	1
195	0	0	0
196	0	0	0
197	1	1	1
198	1	1	1
199	0	0	0
200	0	0	0
201	0	0	0
202	1	1	1
203	0	0	0
204	0	0	0
205	1	1	1
206	1	1	1
207	1	1	1
208	0	0	0
209	0	0	0
210	0	0	0
211	1	1	1
212	0	0	0
213	0	0	0
214	0	0	0
215	1	1	1
216	1	1	1
217	1	1	1
218	0	0	0
219	0	0	0
220	1	1	1
221	1	1	1
222	0	0	0
223	0	0	0
224	1	1	1
225	0	0	0
226	0	0	0
227	0	0	0
228	0	0	0
229	1	1	1
230	0	0	0
231	1	1	1
232	1	1	1
233	1	1	1
234	1	1	1
235	1	1	1
236	1	1	1
237	1	1	1
238	1	1	1
239	1	1	1
240	1	1	1
241	1	1	1
242	1	1	1
243	1	1	1
244	0	0	0
245	1	1	1
246	1	1	1
247	1	1	1
248	1	1	1
249	0	0	0
250	0	0	0
251	1	1	1
252	0	0	0
253	1	1	1
254	0	0	0
255	1	1	1
256	1	1	1
257	0	0	0
258	1	1	1
259	0	0	0
260	1	1	1
261	1	1	1
262	1	1	1
263	1	1	1
264	1	1	1
265	0	0	0
266	0	0	0
267	1	1	1
268	1	1	1
269	1	1	1
270	1	1	1
271	0	0	0
272	1	1	1
273	1	1	1
274	1	1	1
275	1	1	1
276	1	1	1
277	1	1	1
278	0	0	0
279	0	0	0
280	1	1	1
281	1	1	1
282	0	0	0
283	1	1	1
284	1	1	1
285	0	0	0
286	1	1	1
287	1	1	1
288	0	0	0
289	1	1	1
290	1	1	1
291	1	1	1
292	1	1	1
293	1	1	1
294	1	1	1
295	1	1	1
296	1	1	1
297	1	1	1
298	0	0	0
299	1	1	1
300	1	1	1
